Id,PreId,TogetherPreId,Name,TaskDes,Type,Chapter,ChapterName,ServerLevel,AcceptLimitBaseLevel,AcceptLimitJobLevel,PushLevel,AcceptLimitProfession,AcceptLimitSex,AcceptLimitItem,AcceptLimitIdentity,FinishLimitIdentity,FinishLimitCD,AcceptNpc,FinishNpc,ItemAfterAccept,ItemBeforeFinish,AcceptAutoPath,Accepttype,Finishtype,ShortcutShowType,FindwayType,AbandonType,DestroyType,LimitTask,CycleNumber,TargetSubTasks,TargetSubTaskChoose,PhasePositionSceneTask,Target1,SpecialMes1,TargetDes1,Target2,SpecialMes2,TargetDes2,Target3,SpecialMes3,TargetDes3,Target4,SpecialMes4,TargetDes4,Target5,SpecialMes5,TargetDes5,TargetRunType,TaskTrigger,IsReminder,FinishTips,NpcFavors,RewardID,DescAcceptable,DescCanFinish,TalkScript,TaskAcceptScriptTag,TaskFinishScriptTag
12003610,12006070,,海边的阴谋,你最近听到了一则来自梦罗克海岸的传闻：苏克拉特大沙漠以南一位焦急的商人在寻求帮助，他在征募勇士夺回自己丢失的货物，但是那危险的地方似乎没人敢去,12,12018,阴谋之网,,64=0,0=0,64=0,0,2,,0,,,12800=38,12800=38,,,1,1,1,2,1,1,1,,,,,,5|0=1|38=166.53=13.34=83.09,,前往梦罗克海边寻找索德斯丢失的货物,2|1190=30|38=166.53=13.34=83.09,,打败抢走索德斯货物的巨石怪,34|101004=1|38=166.53=13.34=83.09,38=157.54=13.34=90.03,索德斯已经帮你安排了热气球运输，把货物搬过去吧,,,,,,,2,5=0=3=12800=38=120.18=13.34=171.62=180.00|4=1=14=1=0=11315|4=3=14=1=0=11316|4=2=11=201001=1=38=166.53=13.34=83.09|4=3=12=201001=1|4=2=3=12821=38=157.99=13.34=90.88=180|4=3=4=12821|4=2=14=1=0=11511|1=0=3=12816=38=170.18=13.34=83.92=306.66|1=0=3=12817=38=170.60=13.34=80.90=235.21|1=0=3=12818=38=169.13=13.34=81.76=186.42|1=0=3=12819=38=171.37=13.34=82.27=270.37|1=0=3=12820=38=169.67=13.34=80.76=238.09|4=3=4=12816|4=3=4=12817|4=3=4=12818|4=3=4=12819|4=3=4=12820|4=1=7=1190=4=38=160.32=13.34=83.39=3|4=2=8=1190=4,,,,1200950,商人索德斯在找人帮他寻回自己丢失的货物,和索德斯再次碰面来领取他的奖励,12036,Adventure_12003610_accept,Adventure_12003610_finish
12003620,12003610,,海边的阴谋,索德斯将梦罗克海边的远古史诗神话告知于你,12,12018,阴谋之网,,64=0,0=0,64=0,0,2,,0,,,12800=38,12801=38,,,1,1,1,2,1,1,1,,,,,,27|6043=1|38=121.21=13.34=170.42,318.45,阅读《伊瓦尔的终章》，在其中寻找陵墓位置的线索,1|12800=38,Adventure_12003620_exec,和索德斯探讨伊瓦尔身体各个位置陵墓的方位所在,3|200994=1|38=135.35=13.34=126.45,,你弄清楚每个陵墓的位置了，先前往躯干之墓所在地破坏,3|200995=1|38=89.85=13.34=62.70,,躯干之墓破坏掉了，接着前往四肢之墓完成破坏,,,,2,4=1=22=5007|4=2=11=200994=1=38=135.35=13.34=126.45|4=3=12=200994=1|4=3=4=12800|4=3=11=200995=1=38=89.85=13.34=62.70|4=3=14=1=0=11317|4=4=14=2=12801=11318|4=4=12=200995=1|4=4=3=12801=38=91.79=13.34=63.41=270.00|4=1=14=1=0=11502|4=2=3=12822=38=135.09=13.34=127.07=308.47|4=3=4=12822|4=3=24=500077=38=135.09=13.34=127.07|4=4=25=500077|4=3=3=12823=38=89.26=13.34=61.50=100|4=4=4=12823|4=4=24=500078=38=89.26=13.34=61.50|3=0=25=500078,,,,1200960,索德斯对你提起这片海岸的过往故事,两处遗骸破坏掉了，还有头部残骸,12036,Adventure_12003620_accept,Adventure_12003620_finish
12003630,12003620,,海边的阴谋,褐衣老人艾力克极力阻止你的破坏行动，该相信谁？,12,12018,阴谋之网,,64=0,0=0,64=0,0,2,,0,,,12801=38,12803=26,,,1,1,1,2,1,1,1,,,,,,3|200996=1|38=146.41=20.74=49.43,,暂且相信艾力克的话，找到伊瓦尔的头部遗骸并藏好,1|12802=38,Adventure_12003630_exec,前往和索德斯约好的会面地，告诉他任务完成了,2|1138=30|38=133.21=13.34=123.01,,索德斯竟然真的在利用你！击退他安排的伏兵,28|6042=1|38=136.50=13.34=121.50,,伏兵退散了，但是你没有发现索德斯本人的踪影,,,,2,1=0=14=2=12801=11319|1=0=11=200996=1=38=146.41=20.74=49.43|4=1=12=200996=1|4=1=3=12802=38=134.08=13.34=126.09=243.71|4=1=4=12801|4=2=4=12802|4=2=14=2=12802=11320|4=2=7=1138=6=38=133.21=13.34=123.01=4|4=3=8=1138=6|4=4=18=26=123.48=9.91=78.44=180.00|4=2=3=12803=26=117.98=9.91=71.88=17.08|1=0=3=12824=38=146.39=20.74=48.56=169.69|4=1=4=12824|4=1=24=500079=38=146.39=20.74=48.56|4=2=25=500079,,,,1200970,一位褐衣老头儿大声将你喝止,如艾力克所说，索德斯果然骗了你,12036,Adventure_12003630_accept,Adventure_12003630_finish
12003640,12003630,,海边的阴谋,索德斯已经变得如此强大，必须找到对付他的办法,12,12018,阴谋之网,,64=0,0=0,64=0,0,2,,0,,,12803=26,12807=19,,,1,1,1,2,1,1,1,,,,,,27|6046=1|26=118.71=9.91=73.51,204.18,艾力克派自己的手下给你送来了信件，打开看看吧,1|1985=26,Adventure_12003640_exec_1,根据艾力克的信件，找到奇诺并向他了解击败索德斯的情报,1|1958=26,Adventure_12003640_exec_2,采纳奇诺的建议，先找到梦罗克的铁匠寻求帮助,3|200997=1|26=163.19=9.91=60.41,,打造远古召唤之石，这是能够和伊瓦尔之魂对话的唯一办法,,,,2,4=1=22=5008|4=2=5=1985|4=3=11=200997=1=26=163.19=9.91=60.41|4=4=12=200997=1|4=4=4=12803|4=4=3=12807=19=68.66=13.77=87.17=180.00|3=0=3=12814=19=68.77=15.50=105.55=194.86|3=0=3=12809=19=66.40=15.50=103.93=325.27|3=0=3=12810=19=69.54=15.50=102.77=346.08|3=0=3=12811=19=71.45=15.50=109.55=19.56|3=0=3=12812=19=67.30=15.50=110.56=203.05|3=0=3=12813=19=64.77=15.50=104.84=227.54|4=1=14=1=0=11512|4=4=14=1=0=11513|4=4=24=500080=26=163.19=9.91=60.41|2=0=25=500080,,,,1200980,艾力克安排人给你寄来了一封重要信件,召唤伊瓦尔之魂的符文已经准备完毕,12036,Adventure_12003640_accept,Adventure_12003640_finish
12003650,12003640,,海边的阴谋,现在对抗索德斯的唯一途径似乎就是直接与伊瓦尔对话了,12,12018,阴谋之网,,64=0,0=0,64=0,0,2,,0,,,12807=19,12804=19,,,1,1,1,2,1,1,1,,,,,,34|101003=1|19=68.33=13.22=86.30,19=71.06=15.50=102.83,准备好伊瓦尔魂灵召唤的仪式，向伊瓦尔献上祭品,27|6044=1|19=68.16=15.50=105.26,16.78,使用远古召唤之石感知伊瓦尔之魂的动向,3|200998=1|19=69.78=15.50=112.24,,展开仪式，将伊瓦尔的魂灵引导至现实的位面,,,,,,,2,1=0=14=1=0=11321|4=2=14=2=1985=11322|4=2=11=200998=1=19=69.78=15.50=112.24|4=3=12=200998=1|4=3=3=12804=19=70.10=15.50=105.95=149.09|1=0=11=201002=1=19=68.33=13.22=86.30|4=1=12=201002=1|4=3=14=2=12807=11514|4=2=24=500081=19=68.72=15.50=107.47|4=3=24=500082=19=70.10=15.50=105.95|2=0=25=500082,,,,1200990,前往苏克拉特准备召唤伊瓦尔的仪式,传说符文成功召唤出了伊瓦尔之魂,12036,Adventure_12003650_accept,Adventure_12003650_finish
12003660,12003650,,海边的阴谋,找到伊瓦尔的宝剑来终结索德斯的野心,12,12018,阴谋之网,,64=0,0=0,64=0,0,2,,0,,,12804=19,12805=38,,,1,1,1,2,1,1,1,,,,,,5|0=1|38=160.36=13.34=101.00,,伊瓦尔的神剑是击败索德斯的关键，前往海边寻找剑冢,2|1136=30|38=161.93=13.34=98.04,,剑冢周边盘踞着大量的泥人魔物，只好先清理掉它们了,3|200999=1|38=169.19=17.72=95.80,1,神剑被深深插入石中，将它拔出来重现往日之锋,,,,,,,2,1=0=4=12804|1=0=14=2=12804=11323|4=1=14=1=0=11324|4=1=7=1136=6=38=162.38=13.34=98.56=3|4=1=4=12807|4=2=8=1136=6|4=2=11=200999=1=38=169.19=17.72=95.80|4=3=12=200999=1|4=3=16=6043|4=3=3=12805=38=116.09=13.34=63.60=36.76|4=2=14=1=0=11503|4=1=4=12809|4=1=4=12810|4=1=4=12811|4=1=4=12812|4=1=4=12813|4=1=4=12814|4=2=3=12815=38=169.19=17.72=95.80=135.59|4=2=7=150051=1=38=169.19=17.72=95.80=0|4=3=7=150052=1=38=116.09=13.34=63.60=0|4=3=4=12815|4=3=8=150051=1,,,,1201000,伊瓦尔之魂告诉了你打败索德斯的关键,昔日伊瓦尔的宝剑重现锋芒，是时候一雪前耻了,12036,Adventure_12003660_accept,Adventure_12003660_finish
12003670,12003660,,海边的阴谋,索德斯死了，但这片海岸之上阴谋还在继续,12,12018,阴谋之网,,64=0,0=0,64=0,0,2,,0,,,12805=38,12808=38,,,1,1,1,2,1,1,1,,,,,,2|150020=1|38=116.09=13.34=63.60,,索德斯继续散布着流言，打败这个尘埃教会的首领,1|12806=38,Adventure_12003670_exec_1,神秘的艾力克忽然再度现身了，他有话想对你说,27|6045=1|38=115.99=13.34=67.17,,艾力克逃走了，阅读他遗留在现场的日记看看会有什么发现,1|12807=38,Adventure_12003670_exec_2,奇诺及时带着援兵赶到救下了你，得感谢他的出手相救,3|201000=1|38=136.16=13.34=64.40,,听从奇诺的建议，将伊瓦尔之剑丢入到大海之中,2,1=0=4=12805|1=0=7=150020=1=38=116.09=13.34=63.60=1|4=1=8=150020=1|4=1=3=12806=38=117.27=13.34=68.59=194.23|4=2=16=6044|4=2=4=12806|4=2=3=12807=38=120.59=13.34=69.05=215.99|4=2=3=12808=38=121.17=13.34=66.45=240.47|4=3=22=5009|4=4=11=201000=1=38=136.16=13.34=64.40|4=5=12=201000=1|3=0=4=12807|3=0=4=12808|3=0=16=6045|3=0=6=1985|1=0=14=1=0=11515|4=5=14=1=0=11516|3=0=25=500081|4=1=8=150052=1,,,,1201010,索德斯声泪俱下的控诉原住民的苦难史,梦罗克海岸的阴谋纷争总算告一段落,12036,Adventure_12003670_accept,Adventure_12003670_finish
12003210,12003670,,湮灭之城Ⅰ,斐扬巡捕崔护最近发布了一条勇士招募令，据描述他的辖境内出现了一系列令人匪夷所思的怪事，他正在寻求经验丰富的冒险者的帮助，并准备了丰厚奖励,12,12016,僵尸妖道,,65=0,0=0,65=0,0,2,,0,,,12360=47,12360=47,,3060616=1,1,1,1,2,1,1,1,,,,,,1|2526=47,Adventure_12003210_exec_1,去崔护提到的各处可疑位置寻找情报线索,1|2578=47,Adventure_12003210_exec_2,去崔护提到的各处可疑位置寻找情报线索,4|3060616=1|47=201.95=16.08=181.75,,去崔护提到的各处可疑位置寻找情报线索,,,,,,,1,5=0=3=12360=47=144.26=16.08=145.11=180.00|1=0=14=2=12360=11297|1=0=11=200978=1=47=201.95=16.08=181.75|2=0=12=200978=1|2=0=14=1=0=11298,,,,1201020,斐扬的巡捕崔护最近在招募勇者求助，去看看吧,线索调查完了，回去找巡捕崔护汇报吧,12032,Adventure_12003210_accept,Adventure_12003210_finish
12003220,12003210,,湮灭之城Ⅰ,根据你获取的情报，崔护设计好了下一步的计划,12,12016,僵尸妖道,,65=0,0=0,65=0,0,2,,0,,,12360=47,12362=47,,,1,1,1,2,1,1,1,,,,,,5|0=1|47=187.24=16.08=140.77,,根据崔护的分析，前往妖道下一次可能现身的地点,28|6029=1|47=186.33=16.08=127.36,,通关尾行妖道副本,,,,,,,,,,2,1=0=3=12361=47=185.54=16.08=122.94=213.00|4=1=14=1=0=11299|4=1=15=12003220|4=2=4=12361|4=2=3=12362=47=185.54=16.08=122.94=213.00|4=2=14=1=0=11300|4=2=15=120032201,,,,1201030,崔护等着你汇报收集的线索,原来妖道是这个小毛孩子假扮的，抓住他！,12032,Adventure_12003220_accept,Adventure_12003220_finish
12003230,12003220,,湮灭之城Ⅰ,真是可笑，原来妖道的传闻就是一个半大不小的孩子弄出的闹剧,12,12016,僵尸妖道,,65=0,0=0,65=0,0,2,,0,,,12362=47,12366=513,,,1,1,1,2,1,1,1,,,,,,3|200979=1|52=77.02=10.38=68.50,,暂且相信安石奈，前往弓手村妖道出没地守株待兔,5|0=1|52=82.90=10.38=73.10,,妖道真的现身了，追上他,1|12365=52,Adventure_12003230_exec,妖道还是逃走了，和安石奈商量要不要追下去,3|200980=1|52=95.65=10.38=76.54,,进入这扇来不及关上的传送结界，继续追击奇怪的妖道,2|1210=25|513=171.10=23.69=54.03,,传送门的另一头全是僵尸，先消灭掉这些魔物,2,1=0=4=12362|1=0=10=3550301|1=0=11=200979=1=52=77.02=10.38=68.50|1=0=14=2=12363=11301|4=1=14=2=12363=11302|4=1=12=200979=1|4=1=3=12364=52=82.27=10.38=72.72=315.00|4=1=15=12003230|4=2=4=12364|4=2=23=3550301|4=2=14=1=0=11303|4=2=3=12365=52=92.96=10.38=71.97=61.18|4=3=11=200980=1=52=95.65=10.38=76.54|4=4=12=200980=1|4=4=18=513=166.90=23.69=51.57=123.00|4=4=14=1=0=11304|4=4=7=150018=1=513=161.38=23.69=52.51=0|4=4=7=140053=1=513=161.38=23.69=52.51=0|4=4=4=12365|4=4=7=1210=5=513=176.36=23.69=52.78=3|4=4=3=12366=513=168.52=23.69=51.47=303.00|4=5=16=6030|4=5=8=1210=5|4=2=7=150044=1=52=95.65=10.38=76.54=0|4=2=7=150047=1=52=95.65=10.38=76.54=0,,,,1201040,原来妖道是这个小毛孩子假扮的，抓住他！,问问安石奈消灭这些僵尸以后飘走的青烟是怎么回事,12032,Adventure_12003230_accept,Adventure_12003230_finish
12003240,12003230,,湮灭之城Ⅰ,你们跟随着妖道的身影进入了僵尸洞，在这里你们经历了一场奇怪的危机,12,12016,僵尸妖道,,65=0,0=0,65=0,0,2,,0,,,12366=513,12367=513,,,1,1,1,2,1,1,1,,,,,,5|0=1|513=197.39=23.69=150.47,,顺着青烟飘往的方向追踪,5|0=1|513=182.70=23.69=166.03,,继续前进，抵达僵尸洞的深处,5|0=1|513=185.31=23.69=182.31,,那个妖道正在试图控制成修，赶快过去先救下他,2|150016=1|513=184.57=23.69=184.85,,被救下的成修反而开始攻击你们，只好先击晕他了,3|200981=1|513=185.07=23.69=185.13,1,成修变得这么狂躁，应该好好检查下他身上的异状,2,1=0=4=12366|1=0=10=3550301|1=0=3=12368=513=184.08=23.69=187.25=236.00|1=0=3=12369=513=185.07=23.69=185.41=326.00|4=1=14=2=12363=11539|4=2=4=12369|4=2=3=12370=513=185.07=23.69=185.41=326.00|4=2=15=12003240|4=3=4=12368|4=3=4=12370|4=3=23=3550301|4=3=3=12367=513=182.23=23.69=183.86=56.00|4=3=7=150016=1=513=185.07=23.69=185.41=0|4=3=14=3=150016=11305|4=4=8=150016=1|4=4=14=1=0=11306|4=4=11=200981=1=513=185.07=23.69=185.13|4=5=12=200981=1|4=5=22=6028|4=2=14=2=12363=11538|4=4=3=12382=513=185.07=23.69=185.41=326.00|4=1=25=500068|4=1=25=500069|4=1=24=500070=513=179.76=23.69=142.96|4=1=24=500071=513=173.46=23.69=113.47|4=3=25=500070|4=3=25=500071|1=0=24=500068=513=173.25=23.68=62.39|1=0=24=500069=513=200.28=23.69=133.62,,,,1201050,问问安石奈消灭这些僵尸以后飘走的青烟是怎么回事,安石奈看起来有些踌躇，他似乎有话要交代给你,12032,Adventure_12003240_accept,Adventure_12003240_finish
12003250,12003240,,湮灭之城Ⅰ,僵尸妖道身上飘走的青烟指引着你不断继续前往僵尸洞的深处,12,12016,僵尸妖道,,65=0,0=0,65=0,0,2,,0,,,12367=513,12373=513,,,1,1,1,2,1,1,1,,,,,,5|0=1|513=133.89=23.69=125.87,,安石奈要照顾师父，你只能独自前往僵尸洞的最深处了,3|200982=1|513=124.93=23.69=116.16,1,青烟最后聚拢在一对男女的尸体旁边，好好检查看有何异样,3|200983=1|513=97.98=23.69=119.13,1,悄悄偷听那两个鬼魂的对话,1|12373=513,Adventure_12003250_exec,被妖道的鬼魂发现了，你只好硬着头皮和这怨灵谈谈了,2|1186=25|513=96.19=23.69=115.78,,怨灵召唤来了大批的妖道，出于自卫只好把他们消灭,2,1=0=14=1=0=11307|1=0=3=12371=513=123.67=23.69=117.54=169.00|1=0=3=12372=513=124.93=23.69=116.16=349.00|4=1=16=6085|4=1=11=200982=1=513=124.93=23.69=116.16|4=2=12=200982=1|4=2=14=1=0=11530|4=2=3=12373=513=84.24=23.69=110.88=171.00|4=2=3=12374=513=85.91=23.69=109.05=293.00|4=2=15=12003250|4=2=11=200983=1=513=97.98=23.69=119.13|4=3=12=200983=1|4=3=16=6032|4=4=7=1186=25=513=88.35=23.69=108.90=16|4=5=8=1186=5|4=5=14=1=0=11531|1=0=24=500072=513=161.94=23.69=175.31|4=1=25=500072|1=0=24=500073=513=117.27=23.69=115.40|1=0=24=500074=513=116.14=23.69=111.62|1=0=24=500075=513=120.28=23.69=113.95,,,,1201060,安石奈看起来有些踌躇，他似乎有话要交代给你,妖道尹宪被你的实力慑服了，应该再次和他好好谈谈,12032,Adventure_12003250_accept,Adventure_12003250_finish
12003260,12003250,,湮灭之城Ⅰ,为了能够和妖道尹宪的魂灵达成合作，你需要去帮他搜集几样东西,12,12016,僵尸妖道,,65=0,0=0,65=0,0,2,,0,,,12373=513,12373=513,,3060617=2|3060618=2|3060619=2,1,1,1,2,1,1,1,,,,,,4|3060617=2|513=69.50=23.69=61.10,,收集神识药水所需要的配方,4|3060618=2|513=56.00=23.69=57.10,,收集神识药水所需要的配方,4|3060619=2|513=81.53=23.69=58.77,,收集神识药水所需要的配方,,,,,,,1,1=0=11=200984=2=513=69.50=23.69=61.10|1=0=11=200985=2=513=56.00=23.69=57.10|1=0=11=200986=2=513=81.53=23.69=58.77|2=0=14=1=0=11532|2=0=12=200984=2|2=0=12=200985=2|2=0=12=200986=2,,,,1201070,妖道尹宪被你的实力慑服了，应该再次和他好好谈谈,药剂的配方收集完成，该回去找尹宪的魂灵了,12032,Adventure_12003260_accept,Adventure_12003260_finish
12003270,12003260,,湮灭之城Ⅰ,你前往成修的所在位置，却发现自己无意间揭开了一个恐怖的真相,12,12016,僵尸妖道,,65=0,0=0,65=0,0,2,,0,,,12373=513,12378=513,,,1,1,1,2,1,1,1,,,,,,27|6095=1|513=85.27=23.69=111.65,25,将收集的神识药水配方交给尹宪让其定位成修的位置,1|12373=513,Adventure_12003270_exec,定位结果十分奇怪，问问尹宪究竟是怎么一回事,5|0=1|513=65.16=23.69=168.92,,情况不妙，赶紧前往成修的位置去找到他,,,,,,,2,4=1=16=6033|4=2=14=2=12373=11533|4=2=4=12367|4=2=4=12382|4=2=3=12375=513=79.60=23.69=182.68=136.00|4=2=3=12376=513=73.93=23.69=189.37=317.00|4=2=3=12377=513=74.37=23.69=183.86=226.00|4=2=3=12378=513=69.23=23.69=175.75=226.00|4=2=3=12381=513=70.80=23.69=193.64=272.00|4=3=14=1=0=11534|4=2=7=150048=1=513=79.60=23.69=182.68=0|4=2=7=150049=1=513=73.93=23.69=189.37=0|4=2=7=150050=1=513=74.37=23.69=183.86=1,,,,1201080,尹宪的魂灵等着你的药剂来定位成修的位置,你终于找到了执行灵魂交换仪式的邪恶女巫，阻止她！,12032,Adventure_12003270_accept,Adventure_12003270_finish
12003280,12003270,,湮灭之城Ⅰ,这场恐怖的仪式必须被终结，僵尸妖道的魂灵也终归安宁,12,12016,僵尸妖道,,65=0,0=0,65=0,0,2,,0,,,12378=513,12379=513,,,1,1,1,2,1,1,1,,,,,,2|150017=1|513=68.65=23.69=174.49,,打败邪恶的女巫师，阻止其疯狂的意识互换实验,3|200987=1|513=79.60=23.69=182.68,1,摄取成修的意识，将其归位,3|201060=1|513=74.37=23.69=183.86,1,摄取妖道的意识，将其归位,28|6082=1|513=73.59=23.69=192.27,,执行意识归位仪式，让成修的意识回到他自己的躯体,3|201061=1|513=73.59=23.69=192.27,1,将意识互换仪式装置摧毁，解放尹宪和小可的灵魂,2,1=0=14=2=12378=11535|1=0=4=12378|1=0=7=150017=1=513=69.23=23.69=175.75=0|4=1=8=150017=1|4=1=16=6034|4=1=11=200987=1=513=79.60=23.69=182.68|4=2=12=200987=1|4=2=11=201060=1=513=74.37=23.69=183.86|4=3=12=201060=1|4=3=14=1=0=11536|4=4=4=12375|4=4=4=12376|4=4=3=12379=513=79.60=23.69=182.68=136.00|4=4=3=12380=513=73.93=23.69=189.37=317.00|4=4=14=2=12379=11537|4=4=11=201061=1=513=73.59=23.69=192.27|4=5=12=201061=1|4=5=16=6083|3=0=4=12360|3=0=8=150018=1|3=0=4=12371|3=0=4=12372|4=5=4=12373|4=5=4=12374|2=0=4=12381|3=0=4=12379|3=0=4=12380|3=0=4=12377|3=0=16=6084|3=0=8=150044=1|2=0=3=12383=513=70.34=23.69=193.45=296.00|2=0=3=12384=513=76.20=23.69=196.44=46.00|3=0=4=12383|3=0=4=12384|2=0=7=150045=2=513=73.20=23.69=195.23=2|2=0=7=150046=2=513=76.92=23.69=196.61=2|3=0=8=150045=2|3=0=8=150046=2|3=0=8=140053=1|3=0=8=150047=1|4=2=8=150048=1|4=3=8=150049=1|4=3=8=150050=1|4=5=25=500073|4=5=25=500074|4=5=25=500075,,,,1201090,你终于找到了执行灵魂交换仪式的邪恶女巫，阻止她！,成修终于找回了自己的身体，但你要找他问清楚很多事,12032,Adventure_12003280_accept,Adventure_12003280_finish
12007810,12003280,,离人泪,据说，斐杨最近出现了怪事,12,12052,斐杨树林深处,,66=0,0=0,66=0,0,2,,0,,,2568=47,14793=36,,,1,1,1,2,1,1,1,,,,,,5|0=1|47=174=16=97,,前往斐杨酒家,1|2577=47,Adventure_12007810_exec02,询问酒店老板关于离人泪的事情,5|0=1|36=123=23=63,,前往斐杨树林深处,,,,,,,2,1=0=3=14788=47=186=16=101=256|1=0=3=14789=47=187=16=95=78|1=0=3=14790=47=182=16=91=45|4=1=15=12007810|4=1=14=1=0=12012|4=2=14=1=0=12013|4=2=3=14793=36=129.61=23.15=63.3=-141.5|4=2=3=14795=36=128.76=23.15=64.16=-141.5|4=3=14=1=0=12036|3=0=4=14790|3=0=4=14788|3=0=4=14788,,,,1201100,据说，斐杨最近出现了怪事，前往斐杨打听一下,询问眼前的这对男女，酿酒师在哪里,12054,Adventure_12007810_accept,Adventure_12007810_finish
12007820,12007810,,离人泪,前往斐杨树林深处,12,12052,斐杨树林深处,,66=0,0=0,66=0,0,2,,0,,,14793=36,14794=67,,,0,1,1,2,1,1,1,,,,,,5|0=1|67=70=40=147,,前往斐杨树林深处,2|1189=30|67=74=40=150,,击退巨象甲虫,1|14796=67,Adventure_12007820_exec03,看看年轻男女的情况,5|0=1|67=77=40=204,,与世彬静恩一同寻找酿酒师,,,,2,1=0=4=14793|1=0=4=14795|1=0=3=14796=67=67.95=40.22=152.2=93.09|1=0=3=14797=67=68.01=40.22=153.34=93.09|4=1=14=1=0=12014|4=3=4=14796|4=3=4=14797|4=3=10=3560801|4=3=10=3560901|4=3=4=14793|4=3=4=14795|4=3=3=14794=67=80.04=40.26=198.75=-37.58|4=4=14=2=14720=12028|4=4=23=3560801|4=4=23=3560901|4=4=3=14720=67=78.72=40.26=198.8=103.64|4=4=3=14721=67=77.22=40.26=200.15=90,,,,1201110,进入斐杨树林深处,询问酿酒师离人泪的酿造情况,12054,Adventure_12007820_accept,Adventure_12007820_finish
12007830,12007820,,离人泪,协助酿酒师酿造离人泪,12,12052,斐杨树林深处,,66=0,0=0,66=0,0,2,,0,,,14794=67,14794=67,,,1,1,1,2,1,1,1,,,,,,3|201144=1|67=63=40=212,,替酿酒师收集晨露,1|14794=67,Adventure_12007830_exec02,回复酿酒师,37|5=1,,等待酿酒师酿造离人泪,27|7002=1|67=79.86=40=199.8,65.11,品尝酿酒师酿造的离人泪,37|5=1,,众人喝下离人泪后，全都悲伤不已,2,1=0=11=201144=1=67=63=40=212=0|4=1=12=201144=1|4=1=14=1=0=12015|4=2=14=2=14794=12016|4=3=14=2=14794=12024|4=4=14=1=0=12017|4=4=15=12007830,,,,1201120,询问酿酒师离人泪的酿造情况,与酿酒师交谈,12054,Adventure_12007830_accept,Adventure_12007830_finish
12007840,12007830,,离人泪,酿酒师有事请你帮忙,12,12052,斐杨树林深处,,66=0,0=0,66=0,0,2,,0,,,14794=67,,,,0,1,2,2,1,1,1,,,,,,34|101008=1|67=79=40=202,67=100=40=229,将新酿造的离人泪搬运到收货地点,1|14724=67,Adventure_12007840_exec02,询问静恩发生了什么事,5|0=1|67=147=40=274,,陪同世彬前往酿酒师处,,,,,,,2,1=0=4=14794|1=0=11=201146=1=67=79=40=203=0|1=0=3=14724=67=112.74=40.65=233.13=-125.5|1=0=3=14722=67=101.16=40.65=232.28=-173.8|1=0=3=14723=67=111.93=40.65=234.27=-133.86|1=0=3=14743=67=100.28=40.27=236.52=180|4=1=4=14721|4=1=4=14720|4=1=14=2=14722=12018|4=2=3=14733=67=153.39=40.27=270.06=-3.7|4=2=4=14723|4=2=10=3561701|4=2=4=14724|4=2=10=3561601|4=3=23=3561601|4=3=23=3561701|4=3=14=2=14728=12019|4=3=4=14722|4=3=3=14727=67=151.78=40.27=269.41=-82.2|4=3=3=14728=67=153.49=40.27=268.31=110.7|4=3=4=14743,,,,1201130,酿酒师有些事情希望你帮忙,酿酒师好像遇到麻烦了,12054,Adventure_12007840_accept,
12007850,12007840,,离人泪,击退将军魔碑,12,12052,斐杨树林深处,,66=0,0=0,66=0,0,2,,0,,,,14735=67,,,0,2,1,2,1,1,1,,,,,,2|1192=30|67=148=41=274,,击退将军魔碑,5|0=1|67=229=40=200,,与众人前往安全地点,,,,,,,,,,2,4=1=10=3561001|4=1=10=3561101|4=1=10=3561801|4=1=4=14727|4=1=4=14728|4=1=4=14733|4=1=14=1=0=12020|4=2=23=3561801|4=2=23=3561001|4=2=23=3561101|4=2=3=14735=67=226.06=40.36=199.57=75.7|4=2=3=14738=67=226.03=40.36=198.01=18.1|4=2=3=14739=67=224.61=40.37=198.27=65.8|4=2=14=1=0=12025|3=0=16=7000,,,,1201140,将包围酿酒师的魔碑击退,向酿酒师说明世彬的想法,12054,,Adventure_12007850_finish
12007860,12007850,,离人泪,协助世彬酿酒,12,12052,斐杨树林深处,,66=0,0=0,66=0,0,2,,0,,,14735=67,14735=67,,,1,1,1,2,1,1,1,,,,,,3|201145=1|67=236=40=199,,协助世彬酿酒，采集玫瑰花,1|14738=67,Adventure_12007860_exec02,将玫瑰花交给世彬,15|3060709=30|67=244=40=150,,替世彬收集野猪皮,,,,,,,2,1=0=11=201145=1=67=237=40=199=111|4=1=14=1=0=12021|4=1=12=201145=1,,,,1201150,听酿酒师诉说后面的事,带回野猪皮，询问酿酒师世彬酿酒的情况,12054,Adventure_12007860_accept,Adventure_12007860_finish
