Id,EnchantId,Text,Property,BindProperty,PropertyDec,Quality,Pro,RandomType,SortId,TypeId,TypeScore,profession,LimitTime
524,16,100级披风库,0=53=9,,2059,1,50,3=5=500|5=6=400|6=7=100,524,3,60,,
525,16,100级披风库,0=16=10,,2012,2,50,7=8=100|8=9=60|9=10=15|10=11=5,525,2,60,3000|4000,
526,16,100级披风库,0=22=10,,2015,2,50,7=8=100|8=9=60|9=10=15|10=11=5,526,2,60,,
527,16,100级披风库,0=24=10,,2016,2,50,7=8=100|8=9=60|9=10=15|10=11=5,527,2,60,5000|7000,
528,16,100级披风库,0=47=650,,2055,2,50,480=600=100|600=651=20,528,3,60,2000|3000|4000|5000|6000|7000|3201,
529,16,100级披风库,0=49=150,,2056,2,40,115=135=100|135=151=20,529,3,60,,
530,16,100级披风库,0=41=12,,2058,2,40,9=10=100|10=11=60|11=12=15|12=13=5,530,3,60,,
531,16,100级披风库,0=53=9,,2059,2,50,7=8=100|8=9=60|9=10=15|10=11=5,531,3,60,,
532,16,100级披风库,1=710018142=0,,2079,3,160,1=1=1,532,1,60,2000|3000|6000|3201,
533,16,100级披风库,1=710018243=0,,2079,3,85,1=1=1,533,1,60,2000|3000|6000|3201,100
534,16,100级披风库,1=710018344=0,,2079,3,35,1=1=1,534,1,60,2000|3000|6000|3201,200
535,16,100级披风库,1=710018445=0,,2079,3,15,1=1=1,535,1,60,2000|3000|6000|3201,500
536,16,100级披风库,1=710018546=0,,2079,3,5,1=1=1,536,1,60,2000|3000|6000|3201,850
537,16,100级披风库,1=710020162=0,,2093,3,160,1=1=1,537,1,60,2000|3000|4000|5000|6000|7000|3201,
538,16,100级披风库,1=710020263=0,,2093,3,85,1=1=1,538,1,60,2000|3000|4000|5000|6000|7000|3201,100
539,16,100级披风库,1=710020364=0,,2093,3,35,1=1=1,539,1,60,2000|3000|4000|5000|6000|7000|3201,200
540,16,100级披风库,1=710020465=0,,2093,3,15,1=1=1,540,1,60,2000|3000|4000|5000|6000|7000|3201,500
541,16,100级披风库,1=710020566=0,,2093,3,5,1=1=1,541,1,60,2000|3000|4000|5000|6000|7000|3201,850
542,16,100级披风库,1=710022182=0,,2100,3,160,1=1=1,542,1,60,2000|3000|4000|5000|6000|7000|3201,
543,16,100级披风库,1=710022283=0,,2100,3,85,1=1=1,543,1,60,2000|3000|4000|5000|6000|7000|3201,100
544,16,100级披风库,1=710022384=0,,2100,3,35,1=1=1,544,1,60,2000|3000|4000|5000|6000|7000|3201,200
545,16,100级披风库,1=710022485=0,,2100,3,15,1=1=1,545,1,60,2000|3000|4000|5000|6000|7000|3201,500
546,16,100级披风库,1=710022586=0,,2100,3,5,1=1=1,546,1,60,2000|3000|4000|5000|6000|7000|3201,850
547,16,100级披风库,1=710019152=0,,2107,3,160,1=1=1,547,1,60,2000|3000|4000|5000|6000|7000|3201,
548,16,100级披风库,1=710019253=0,,2107,3,85,1=1=1,548,1,60,2000|3000|4000|5000|6000|7000|3201,100
549,16,100级披风库,1=710019354=0,,2107,3,35,1=1=1,549,1,60,2000|3000|4000|5000|6000|7000|3201,200
550,16,100级披风库,1=710019455=0,,2107,3,15,1=1=1,550,1,60,2000|3000|4000|5000|6000|7000|3201,500
551,16,100级披风库,1=710019556=0,,2107,3,5,1=1=1,551,1,60,2000|3000|4000|5000|6000|7000|3201,850
552,16,100级披风库,1=710021172=0,,2086,3,160,1=1=1,552,1,60,,
553,16,100级披风库,1=710021273=0,,2086,3,85,1=1=1,553,1,60,,100
554,16,100级披风库,1=710021374=0,,2086,3,35,1=1=1,554,1,60,,200
555,16,100级披风库,1=710021475=0,,2086,3,15,1=1=1,555,1,60,,500
556,16,100级披风库,1=710021576=0,,2086,3,5,1=1=1,556,1,60,,850
557,17,70级鞋子库,0=14=6,,2011,1,50,1=2=500|2=3=400|3=4=100,557,2,60,2000|5000|6000|3201,
558,17,70级鞋子库,0=22=6,,2015,1,50,1=2=500|2=3=400|3=4=100,558,2,60,,
559,17,70级鞋子库,0=24=6,,2016,1,50,1=2=500|2=3=400|3=4=100,559,2,60,5000|7000,
560,17,70级鞋子库,0=47=350,,2055,1,50,1=125=500|125=200=400|200=250=100,560,3,60,2000|3000|4000|5000|6000|7000|3201,
561,17,70级鞋子库,0=49=80,,2056,1,50,1=28=500|28=44=400|44=56=100,561,3,60,,
562,17,70级鞋子库,0=57=7,,2061,1,50,1=2=500|2=4=400|4=5=100,562,3,60,,
563,17,70级鞋子库,0=53=5,,2059,1,50,1=2=500|2=3=400|3=4=100,563,3,60,,
564,17,70级鞋子库,0=14=6,,2011,2,50,4=6=100|6=7=20,564,2,60,2000|5000|6000|3201,
565,17,70级鞋子库,0=22=6,,2015,2,50,4=6=100|6=7=20,565,2,60,,
566,17,70级鞋子库,0=24=6,,2016,2,50,4=6=100|6=7=20,566,2,60,5000|7000,
567,17,70级鞋子库,0=47=350,,2055,2,50,250=315=100|315=351=20,567,3,60,2000|3000|4000|5000|6000|7000|3201,
568,17,70级鞋子库,0=49=80,,2056,2,50,56=72=100|72=81=20,568,3,60,,
569,17,70级鞋子库,0=57=7,,2061,2,50,5=7=100|7=8=20,569,3,60,,
570,17,70级鞋子库,0=53=5,,2059,2,50,4=5=100|5=6=20,570,3,60,,
571,17,70级鞋子库,1=710018041=0,,2076,3,512,1=1=1,571,1,60,2000|3000|6000|3201,
572,17,70级鞋子库,1=710018142=0,,2076,3,256,1=1=1,572,1,60,2000|3000|6000|3201,
573,17,70级鞋子库,1=710018243=0,,2076,3,128,1=1=1,573,1,60,2000|3000|6000|3201,
574,17,70级鞋子库,1=710020061=0,,2090,3,512,1=1=1,574,1,60,2000|3000|4000|5000|6000|7000|3201,
575,17,70级鞋子库,1=710020162=0,,2090,3,256,1=1=1,575,1,60,2000|3000|4000|5000|6000|7000|3201,
576,17,70级鞋子库,1=710020263=0,,2090,3,128,1=1=1,576,1,60,2000|3000|4000|5000|6000|7000|3201,
577,17,70级鞋子库,1=710022081=0,,2097,3,512,1=1=1,577,1,60,2000|3000|4000|5000|6000|7000|3201,
578,17,70级鞋子库,1=710022182=0,,2097,3,256,1=1=1,578,1,60,2000|3000|4000|5000|6000|7000|3201,
579,17,70级鞋子库,1=710022283=0,,2097,3,128,1=1=1,579,1,60,2000|3000|4000|5000|6000|7000|3201,
580,17,70级鞋子库,1=710019051=0,,2104,3,512,1=1=1,580,1,60,2000|3000|4000|5000|6000|7000|3201,
581,17,70级鞋子库,1=710019152=0,,2104,3,256,1=1=1,581,1,60,2000|3000|4000|5000|6000|7000|3201,
582,17,70级鞋子库,1=710019253=0,,2104,3,128,1=1=1,582,1,60,2000|3000|4000|5000|6000|7000|3201,
583,17,70级鞋子库,1=710021071=0,,2083,3,512,1=1=1,583,1,60,,
584,17,70级鞋子库,1=710021172=0,,2083,3,256,1=1=1,584,1,60,,
585,17,70级鞋子库,1=710021273=0,,2083,3,128,1=1=1,585,1,60,,
586,18,80级鞋子库,0=14=7,,2011,1,50,2=3=500|3=4=400|4=5=100,586,2,60,2000|5000|6000|3201,
587,18,80级鞋子库,0=22=7,,2015,1,50,2=3=500|3=4=400|4=5=100,587,2,60,,
588,18,80级鞋子库,0=24=7,,2016,1,50,2=3=500|3=4=400|4=5=100,588,2,60,5000|7000,
589,18,80级鞋子库,0=47=450,,2055,1,50,30=160=500|160=265=400|265=330=100,589,3,60,2000|3000|4000|5000|6000|7000|3201,
590,18,80级鞋子库,0=49=100,,2056,1,50,20=48=500|48=64=400|64=76=100,590,3,60,,
591,18,80级鞋子库,0=57=8,,2061,1,50,3=4=500|4=5=400|5=6=100,591,3,60,,
592,18,80级鞋子库,0=53=6,,2059,1,50,2=3=500|3=4=400|4=5=100,592,3,60,,
593,18,80级鞋子库,0=14=7,,2011,2,50,5=7=100|7=8=20,593,2,60,2000|5000|6000|3201,
594,18,80级鞋子库,0=22=7,,2015,2,50,5=7=100|7=8=20,594,2,60,,
595,18,80级鞋子库,0=24=7,,2016,2,50,5=7=100|7=8=20,595,2,60,5000|7000,
596,18,80级鞋子库,0=47=450,,2055,2,50,330=410=100|410=451=20,596,3,60,2000|3000|4000|5000|6000|7000|3201,
597,18,80级鞋子库,0=49=100,,2056,2,50,76=92=100|92=101=20,597,3,60,,
598,18,80级鞋子库,0=57=8,,2061,2,50,6=8=100|8=9=20,598,3,60,,
599,18,80级鞋子库,0=53=6,,2059,2,50,5=6=100|6=7=20,599,3,60,,
600,18,80级鞋子库,1=710018041=0,,2076,3,512,1=1=1,600,1,60,2000|3000|6000|3201,
601,18,80级鞋子库,1=710018142=0,,2076,3,256,1=1=1,601,1,60,2000|3000|6000|3201,
602,18,80级鞋子库,1=710018243=0,,2076,3,128,1=1=1,602,1,60,2000|3000|6000|3201,
603,18,80级鞋子库,1=710020061=0,,2090,3,512,1=1=1,603,1,60,2000|3000|4000|5000|6000|7000|3201,
604,18,80级鞋子库,1=710020162=0,,2090,3,256,1=1=1,604,1,60,2000|3000|4000|5000|6000|7000|3201,
605,18,80级鞋子库,1=710020263=0,,2090,3,128,1=1=1,605,1,60,2000|3000|4000|5000|6000|7000|3201,
606,18,80级鞋子库,1=710022081=0,,2097,3,512,1=1=1,606,1,60,2000|3000|4000|5000|6000|7000|3201,
607,18,80级鞋子库,1=710022182=0,,2097,3,256,1=1=1,607,1,60,2000|3000|4000|5000|6000|7000|3201,
608,18,80级鞋子库,1=710022283=0,,2097,3,128,1=1=1,608,1,60,2000|3000|4000|5000|6000|7000|3201,
609,18,80级鞋子库,1=710019051=0,,2104,3,512,1=1=1,609,1,60,2000|3000|4000|5000|6000|7000|3201,
610,18,80级鞋子库,1=710019152=0,,2104,3,256,1=1=1,610,1,60,2000|3000|4000|5000|6000|7000|3201,
611,18,80级鞋子库,1=710019253=0,,2104,3,128,1=1=1,611,1,60,2000|3000|4000|5000|6000|7000|3201,
612,18,80级鞋子库,1=710021071=0,,2083,3,512,1=1=1,612,1,60,,
613,18,80级鞋子库,1=710021172=0,,2083,3,256,1=1=1,613,1,60,,
614,18,80级鞋子库,1=710021273=0,,2083,3,128,1=1=1,614,1,60,,
615,19,90级鞋子库,0=14=8,,2011,1,50,3=4=500|4=5=400|5=6=100,615,2,60,2000|5000|6000|3201,
616,19,90级鞋子库,0=22=8,,2015,1,50,3=4=500|4=5=400|5=6=100,616,2,60,,
617,19,90级鞋子库,0=24=8,,2016,1,50,3=4=500|4=5=400|5=6=100,617,2,60,5000|7000,
618,19,90级鞋子库,0=47=550,,2055,1,50,80=245=500|245=335=400|335=410=100,618,3,60,2000|3000|4000|5000|6000|7000|3201,
619,19,90级鞋子库,0=49=125,,2056,1,50,40=65=500|65=76=400|76=90=100,619,3,60,,
620,19,90级鞋子库,0=57=10,,2061,1,50,5=6=500|6=7=400|7=8=100,620,3,60,,
621,19,90级鞋子库,0=53=7,,2059,1,50,3=4=500|4=5=400|5=6=100,621,3,60,,
622,19,90级鞋子库,0=14=8,,2011,2,50,6=8=100|8=9=20,622,2,60,2000|5000|6000|3201,
623,19,90级鞋子库,0=22=8,,2015,2,50,6=8=100|8=9=20,623,2,60,,
624,19,90级鞋子库,0=24=8,,2016,2,50,6=8=100|8=9=20,624,2,60,5000|7000,
625,19,90级鞋子库,0=47=550,,2055,2,50,410=490=100|490=551=20,625,3,60,2000|3000|4000|5000|6000|7000|3201,
626,19,90级鞋子库,0=49=125,,2056,2,50,90=110=100|110=126=20,626,3,60,,
627,19,90级鞋子库,0=57=10,,2061,2,50,8=10=100|10=11=20,627,3,60,,
628,19,90级鞋子库,0=53=7,,2059,2,50,6=7=100|7=8=20,628,3,60,,
629,19,90级鞋子库,1=710018041=0,,2077,3,512,1=1=1,629,1,60,2000|3000|6000|3201,
630,19,90级鞋子库,1=710018142=0,,2077,3,256,1=1=1,630,1,60,2000|3000|6000|3201,100
631,19,90级鞋子库,1=710018243=0,,2077,3,128,1=1=1,631,1,60,2000|3000|6000|3201,200
632,19,90级鞋子库,1=710018344=0,,2077,3,64,1=1=1,632,1,60,2000|3000|6000|3201,500
633,19,90级鞋子库,1=710020061=0,,2091,3,512,1=1=1,633,1,60,2000|3000|4000|5000|6000|7000|3201,
634,19,90级鞋子库,1=710020162=0,,2091,3,256,1=1=1,634,1,60,2000|3000|4000|5000|6000|7000|3201,100
635,19,90级鞋子库,1=710020263=0,,2091,3,128,1=1=1,635,1,60,2000|3000|4000|5000|6000|7000|3201,200
636,19,90级鞋子库,1=710020364=0,,2091,3,64,1=1=1,636,1,60,2000|3000|4000|5000|6000|7000|3201,500
637,19,90级鞋子库,1=710022081=0,,2098,3,512,1=1=1,637,1,60,2000|3000|4000|5000|6000|7000|3201,
638,19,90级鞋子库,1=710022182=0,,2098,3,256,1=1=1,638,1,60,2000|3000|4000|5000|6000|7000|3201,100
639,19,90级鞋子库,1=710022283=0,,2098,3,128,1=1=1,639,1,60,2000|3000|4000|5000|6000|7000|3201,200
640,19,90级鞋子库,1=710022384=0,,2098,3,64,1=1=1,640,1,60,2000|3000|4000|5000|6000|7000|3201,500
641,19,90级鞋子库,1=710019051=0,,2105,3,512,1=1=1,641,1,60,2000|3000|4000|5000|6000|7000|3201,
642,19,90级鞋子库,1=710019152=0,,2105,3,256,1=1=1,642,1,60,2000|3000|4000|5000|6000|7000|3201,100
643,19,90级鞋子库,1=710019253=0,,2105,3,128,1=1=1,643,1,60,2000|3000|4000|5000|6000|7000|3201,200
644,19,90级鞋子库,1=710019354=0,,2105,3,64,1=1=1,644,1,60,2000|3000|4000|5000|6000|7000|3201,500
645,19,90级鞋子库,1=710021071=0,,2084,3,512,1=1=1,645,1,60,,
646,19,90级鞋子库,1=710021172=0,,2084,3,256,1=1=1,646,1,60,,100
647,19,90级鞋子库,1=710021273=0,,2084,3,128,1=1=1,647,1,60,,200
648,19,90级鞋子库,1=710021374=0,,2084,3,64,1=1=1,648,1,60,,500
649,20,100级鞋子库,0=14=10,,2011,1,35,3=5=500|5=6=400|6=7=100,649,2,60,2000|5000|6000|3201,
650,20,100级鞋子库,0=22=10,,2015,1,50,3=5=500|5=6=400|6=7=100,650,2,60,,
651,20,100级鞋子库,0=24=10,,2016,1,50,3=5=500|5=6=400|6=7=100,651,2,60,5000|7000,
652,20,100级鞋子库,0=47=650,,2055,1,50,120=300=500|300=400=400|400=490=100,652,3,60,2000|3000|4000|5000|6000|7000|3201,
653,20,100级鞋子库,0=49=150,,2056,1,50,60=90=500|90=106=400|106=115=100,653,3,60,,
654,20,100级鞋子库,0=57=12,,2061,1,50,5=7=500|7=8=400|8=9=100,654,3,60,,
655,20,100级鞋子库,0=53=9,,2059,1,50,3=5=500|5=6=400|6=7=100,655,3,60,,
656,20,100级鞋子库,0=14=10,,2011,2,35,7=8=100|8=9=60|9=10=15|10=11=5,656,2,60,2000|5000|6000|3201,
657,20,100级鞋子库,0=22=10,,2015,2,50,7=8=100|8=9=60|9=10=15|10=11=5,657,2,60,,
658,20,100级鞋子库,0=24=10,,2016,2,50,7=8=100|8=9=60|9=10=15|10=11=5,658,2,60,5000|7000,
659,20,100级鞋子库,0=47=650,,2055,2,50,490=600=100|600=651=20,659,3,60,2000|3000|4000|5000|6000|7000|3201,
660,20,100级鞋子库,0=49=150,,2056,2,50,115=135=100|135=151=20,660,3,60,,
661,20,100级鞋子库,0=57=12,,2061,2,50,9=10=100|10=11=60|11=12=15|12=13=5,661,3,60,,
662,20,100级鞋子库,0=53=9,,2059,2,50,7=9=100|9=10=20,662,3,60,,
663,20,100级鞋子库,1=710018142=0,,2079,3,160,1=1=1,663,1,60,2000|3000|6000|3201,
664,20,100级鞋子库,1=710018243=0,,2079,3,85,1=1=1,664,1,60,2000|3000|6000|3201,100
665,20,100级鞋子库,1=710018344=0,,2079,3,35,1=1=1,665,1,60,2000|3000|6000|3201,200
666,20,100级鞋子库,1=710018445=0,,2079,3,15,1=1=1,666,1,60,2000|3000|6000|3201,500
667,20,100级鞋子库,1=710018546=0,,2079,3,5,1=1=1,667,1,60,2000|3000|6000|3201,850
668,20,100级鞋子库,1=710020162=0,,2093,3,160,1=1=1,668,1,60,2000|3000|4000|5000|6000|7000|3201,
669,20,100级鞋子库,1=710020263=0,,2093,3,85,1=1=1,669,1,60,2000|3000|4000|5000|6000|7000|3201,100
670,20,100级鞋子库,1=710020364=0,,2093,3,35,1=1=1,670,1,60,2000|3000|4000|5000|6000|7000|3201,200
671,20,100级鞋子库,1=710020465=0,,2093,3,15,1=1=1,671,1,60,2000|3000|4000|5000|6000|7000|3201,500
672,20,100级鞋子库,1=710020566=0,,2093,3,5,1=1=1,672,1,60,2000|3000|4000|5000|6000|7000|3201,850
673,20,100级鞋子库,1=710022182=0,,2100,3,160,1=1=1,673,1,60,2000|3000|4000|5000|6000|7000|3201,
674,20,100级鞋子库,1=710022283=0,,2100,3,85,1=1=1,674,1,60,2000|3000|4000|5000|6000|7000|3201,100
675,20,100级鞋子库,1=710022384=0,,2100,3,35,1=1=1,675,1,60,2000|3000|4000|5000|6000|7000|3201,200
676,20,100级鞋子库,1=710022485=0,,2100,3,15,1=1=1,676,1,60,2000|3000|4000|5000|6000|7000|3201,500
677,20,100级鞋子库,1=710022586=0,,2100,3,5,1=1=1,677,1,60,2000|3000|4000|5000|6000|7000|3201,850
678,20,100级鞋子库,1=710019152=0,,2107,3,160,1=1=1,678,1,60,2000|3000|4000|5000|6000|7000|3201,
679,20,100级鞋子库,1=710019253=0,,2107,3,85,1=1=1,679,1,60,2000|3000|4000|5000|6000|7000|3201,100
680,20,100级鞋子库,1=710019354=0,,2107,3,35,1=1=1,680,1,60,2000|3000|4000|5000|6000|7000|3201,200
681,20,100级鞋子库,1=710019455=0,,2107,3,15,1=1=1,681,1,60,2000|3000|4000|5000|6000|7000|3201,500
682,20,100级鞋子库,1=710019556=0,,2107,3,5,1=1=1,682,1,60,2000|3000|4000|5000|6000|7000|3201,850
683,20,100级鞋子库,1=710021172=0,,2086,3,160,1=1=1,683,1,60,,
684,20,100级鞋子库,1=710021273=0,,2086,3,85,1=1=1,684,1,60,,100
685,20,100级鞋子库,1=710021374=0,,2086,3,35,1=1=1,685,1,60,,200
686,20,100级鞋子库,1=710021475=0,,2086,3,15,1=1=1,686,1,60,,500
687,20,100级鞋子库,1=710021576=0,,2086,3,5,1=1=1,687,1,60,,850
