ID,AwardId,ItemIds
1079,3510140,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1080,3510150,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1081,3510160,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1082,3510170,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1083,3510180,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1084,3510190,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1085,3510200,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1086,3510210,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1087,3510220,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1088,3510230,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1089,3510240,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1090,3510250,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1091,3510260,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1092,3510270,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1093,3510280,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1094,3510290,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1095,3510300,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1096,3520010,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1097,3520020,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1098,3520030,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1099,3520040,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1100,3520050,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1101,3520060,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1102,3520070,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1103,3520080,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1104,3520090,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1105,3520100,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1106,3520110,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1107,3520120,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1108,3520130,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1109,3520140,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1110,3520150,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1111,3520160,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1112,3520170,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1113,3520180,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1114,3520190,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1115,3520200,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1116,3520210,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1117,3520220,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1118,3520230,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1119,3520240,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1120,3520250,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1121,3520260,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1122,3520270,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1123,3520280,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1124,3520290,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1125,3520300,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1126,3530010,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1127,3530020,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1128,3530030,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1129,3530040,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1130,3530050,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1131,3530060,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1132,3530070,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1133,3530080,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1134,3530090,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1135,3530100,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1136,3530110,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1137,3530120,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1138,3530130,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1139,3530140,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1140,3530150,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1141,3530160,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1142,3530170,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1143,3530180,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1144,3530190,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1145,3530200,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1146,3530210,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1147,3530220,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1148,3530230,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1149,3530240,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1150,3530250,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1151,3530260,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1152,3530270,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1153,3530280,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1154,3530290,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1155,3530300,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1156,3540010,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1157,3540020,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1158,3540030,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1159,3540040,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1160,3540050,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1161,3540060,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1162,3540070,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1163,3540080,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1164,3540090,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1165,3540100,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1166,3540110,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1167,3540120,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1168,3540130,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1169,3540140,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1170,3540150,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1171,3540160,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1172,3540170,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1173,3540180,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1174,3540190,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1175,3540200,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1176,3540210,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1177,3540220,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1178,3540230,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1179,3540240,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1180,3540250,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1181,3540260,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1182,3540270,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1183,3540280,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1184,3540290,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1185,3540300,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1186,3550010,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1187,3550020,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1188,3550030,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1189,3550040,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1190,3550050,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1191,3550060,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1192,3550070,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1193,3550080,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1194,3550090,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1195,3550100,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1196,3550110,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1197,3550120,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1198,3550130,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1199,3550140,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1200,3550150,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1201,3550160,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1202,3550170,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1203,3550180,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1204,3550190,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1205,3550200,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1206,3550210,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1207,3550220,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1208,3550230,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1209,3550240,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1210,3550250,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1211,3550260,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
