ID,NpcId,SceneId1,Pos1,SceneId2,Pos2,SceneId3,Pos3,SceneId4,Pos4,SceneId5,Pos5,TaskAccept,TaskFinish,TaskTarget1,TaskTarget2,TaskTarget3,TaskTarget4,TaskTarget5
2107,7348,88,"181.3495,23.6,129.0751",,,,,,,,,,,,,,,
2108,7350,88,"190.0245,21.81,125.4813",,,,,,,,,,,,,,,
2109,7352,88,"189.7281,21.8,123.9339",,,,,,,,,,,,,,,
2110,7353,88,"180.6365,21.99,126.1163",,,,,,,,,,,,,,,
2111,7351,88,"183.7182,21.97,121.9884",,,,,,,,,,,,,,,
2112,7354,88,"239.021,21.2,146.6809",,,,,,,,,,,,,,,
2113,7349,88,"185.7545,23.6,130.7499",,,,,,,,,,,,,,,
2114,7355,88,"171.2975,20.78,97.01875",,,,,,,,,,,,,,,
2115,7358,88,"152.0227,22.49,240.3192",,,,,,,,,,,,,,,
2116,7357,88,"145.6165,24.44,267.4899",,,,,,,,,,,,,,,
2117,7356,88,"149.4052,24.44,265.8341",,,,,,,,,,,,,,,
2118,7359,88,"152.7988,22.15,236.3046",,,,,,,,,,,,,,,
2119,7361,88,"148.5163,21.35,227.5728",,,,,,,,,,,,,,,
2120,7362,88,"200.05,23.7,251.3264",,,,,,,,,,,,,,,
2121,7360,88,"132.0633,22.53,229.581",,,,,,,,,,,,,,,
2122,7363,88,"199.7907,23.7,251.8523",,,,,,,,,,,,,,,
2123,7364,88,"198.6223,23.7,248.0824",,,,,,,,,,,,,,,
2124,7365,88,"198.4243,23.75,247.7489",,,,,,,,,,,,,,,
2125,7366,88,"193.6495,23.7,256.5704",,,,,,,,,,,,,,,
2126,7367,88,"164.3698,23.7,249.6476",,,,,,,,,,,,,,,
2127,7368,88,"188.9042,23.7,242.6732",,,,,,,,,,,,,,,
2128,7369,88,"158.57,23.75,249.5",,,,,,,,,,,,,,,
2129,7370,88,"195.8715,23.7,256.1299",,,,,,,,,,,,,,,
2130,7371,88,"164.44,23.7,249.88",,,,,,,,,,,,,,,
2131,7373,88,"203.2999,21.37,151.6254",,,,,,,,,,,,,,,
2132,7374,88,"249.0182,21.53,215.2399",,,,,,,,,,,,,,,
2133,7375,88,"171.35,21.79,126.65",,,,,,,,,,,,,,,
2134,7376,88,"244.51,22.26,272.6",,,,,,,,,,,,,,,
2135,7377,88,"130.59,25.52,264.11",,,,,,,,,,,,,,,
2136,7372,88,"203.31,23.7,256.5816",,,,,,,,,,,,,,,
2137,7378,88,"149.058,23.7,249.9031",,,,,,,,,,,,,,,
2138,7379,88,"149.5426,23.7,249.7886",,,,,,,,,,,,,,,
2139,7380,88,"133.5126,29.61,195.6042",,,,,,,,,,,,,,,
2140,7381,88,"143.3163,20.55,121.8035",,,,,,,,,,,,,,,
2141,7382,88,"172.9628,21.46,231.5538",,,,,,,,,,,,,,,
2142,7385,88,"176.2238,21.55,231.9602",,,,,,,,,,,,,,,
2143,7383,88,"171.6833,21.31,230.8762",,,,,,,,,,,,,,,
2144,7384,88,"173.4859,21.32,230.6022",,,,,,,,,,,,,,,
2145,7386,88,"176.3106,21.32,230.5138",,,,,,,,,,,,,,,
2146,7387,88,"178.0421,21.39,231.64",,,,,,,,,,,,,,,
2147,7388,88,"214.1242,21.93,214.84",,,,,,,,,,,,,,,
2148,7389,88,"134.0452,21.39,142.6039",,,,,,,,,,,,,,,
2149,7390,88,"78.66924,20.92,181.6517",,,,,,,,,,,,,,,
2150,7391,88,"115.6969,20.87,74.85224",,,,,,,,,,,,,,,
2151,7392,88,"243.1775,20.95,171.4523",,,,,,,,,,,,,,,
2152,7393,88,"243.0753,21.12,171.1841",,,,,,,,,,,,,,,
2153,7419,88,"248.63,20.82,94.9",,,,,,,,,,,,,,,
2154,7422,88,"90.2,20.81,87.34",,,,,,,,,,,,,,,
2155,7423,88,"90.2,20.81,90.62",,,,,,,,,,,,,,,
2156,7426,88,"122.0629,21.4,145.2329",,,,,,,,,,,,,,,
2157,7427,88,"99.72418,21.28,219.942",,,,,,,,,,,,,,,
2158,7428,88,"111.7781,22.07,238.185",,,,,,,,,,,,,,,
2159,7435,88,"142.04,20.41,59.92159",,,,,,,,,,,,,,,
2160,7436,88,"196.376,21.97,143.38",,,,,,,,,,,,,,,
2161,7440,88,"118.7128,21.19,135.8698",,,,,,,,,,,,,,,
2162,7442,88,"109.9658,20.59,129.7678",,,,,,,,,,,,,,,
2163,7441,88,"112.4325,20.97,131.9709",,,,,,,,,,,,,,,
2164,7438,88,"193.176,21.87,137.84",,,,,,,,,,,,,,,
2165,7437,88,"194.786,21.8,140.59",,,,,,,,,,,,,,,
2166,7439,88,"248.63,20.82,92.4",,,,,,,,,,,,,,,
2167,7451,88,"179.3696,21.36,225.7119",,,,,,,,,,,,,,,
2168,7452,88,"133.7403,22.03,240.58",,,,,,,,,,,,,,,
2169,17571,89,"66.21983,2.18,52.04155",,,,,,,,,3009020,,,,,,
2170,17572,89,"79.45195,0.48,63.1937",,,,,,,,,3009030,3009030,,,,,
2171,17573,89,"50.47109,0.53,61.32794",,,,,,,,,3009040,3009050,,,,,
2172,17574,89,"50.5894,0.48,61.49582",,,,,,,,,3009050,,,,,,
2173,7455,89,"59.26781,2.02,89.32",,,,,,,,,,,,,,,
2174,7456,89,"58.30783,0.52,81.14594",,,,,,,,,,,,,,,
2175,7457,89,"55.45781,1.5,85.34",,,,,,,,,,,,,,,
2176,7458,89,"71.43781,2.53,93.09",,,,,,,,,,,,,,,
2177,7454,89,"75.44781,1.5,85.35",,,,,,,,,,,,,,,
2178,7453,89,"55.85,2.47,95.99",,,,,,,,,,,,,,,
2179,7434,89,"77.18337,0.48,56.32349",,,,,,,,,,,,,,,
2180,7432,89,"77.54881,0.48,56.04253",,,,,,,,,,,,,,,
2181,7433,89,"76.64606,0.48,56.14684",,,,,,,,,,,,,,,
2182,17600,89,"64.13782,2.18,52.07386",,,,,,,,,3010030|3010040|3010050|3010060,3010030|3010040|3010050|3010060,,,,,
2183,7104,90,"57.99839,10.49,46.33074",,,,,,,,,3012030|3031010|3031020|19001690,3012030|3031010,,,,,
2184,7100,90,"36.05651,10.49,55.59999",,,,,,,,,3012040,3012040,,,,,
2185,7101,90,"51.09,10.57,70.61",,,,,,,,,3012050|3012060,,,,,,
2186,7102,90,"72.55919,10.49,67.12251",,,,,,,,,,3012060,,,,,
2187,7103,90,"77.27021,10.52,52.25059",,,,,,,,,3012070|3012080|3028010|3030010|3027010,3012070,,,,,
2188,7105,90,"65,10.49,71.5",,,,,,,,,,,,,,,
2189,7106,90,"35.13,10.52,39.49",,,,,,,,,,,,,,,
2190,7343,98,"134.06,17.23,65.59",,,,,,,,,,,,,,,
2191,7404,98,"134.3508,16.25,77.99642",,,,,,,,,,,,,,,
2192,7403,98,"75.78407,11.91,31.85253",,,,,,,,,,,,,,,
2193,7405,98,"91.28289,11.87,30.89028",,,,,,,,,,,,,,,
2194,7406,98,"72.74433,12.62,33.06873",,,,,,,,,,,,,,,
2195,7407,98,"177.77,15.77,34.36",,,,,,,,,,12009620,,,,,
2196,7408,98,"141.6681,17.18,67.37736",,,,,,,,,,,,,,,
2197,7409,98,"132.5961,14.23,93.85893",,,,,,,,,,,,,,,
2198,7410,98,"143.6707,4.29,131.9658",,,,,,,,,,,,,,,
2199,7411,98,"143.2719,4.33,131.8361",,,,,,,,,,,,,,,
2200,7412,98,"122.2564,16.86,57.59905",,,,,,,,,,,,,,,
2201,7413,98,"123.4283,16.87,58.3264",,,,,,,,,,,,,,,
2202,7415,98,"84.31328,11.96,45.65398",,,,,,,,,,,,,,,
2203,7414,98,"80.66185,11.96,46.68377",,,,,,,,,,,,,,,
2204,7420,98,"67.14051,14.8,100.4316",,,,,,,,,,,,,,,
2205,6057,101,"181.2604,17.8,159.6251",102,"139.96,25.89,96.35",103,"234.696,21.8,179",,,,,,,,,,,
2206,6058,101,"101.23,17.8,158.23",102,"131.744,25.95,163.42",103,"131.98,17.77,208.984",,,,,,,,,,,
2207,6059,101,"131.626,17.8,89.85278",102,"214.26,25.95,185.3",103,"267.62,21.8,243.064",,,,,,,,,,,
2208,6859,101,"179.1703,17.8,161.1851",,,,,,,,,,,,,,,
2209,6862,101,"151.7549,17.8,85.08939",,,,,,,,,,,,,,,
2210,6863,101,"153.9589,17.8,85.94952",,,,,,,,,,,,,,,
2211,6868,101,"152.8797,17.8,86.02323",,,,,,,,,,,,,,,
2212,6871,101,"149.11,17.8,162.1",,,,,,,,,,,,,,,
2213,6877,101,"188.61,17.8,160.58",,,,,,,,,,,,,,,
2214,6880,101,"154.82,17.8,101.37",,,,,,,,,,,,,,,
2215,6883,101,"125.9771,17.8,111.1071",,,,,,,,,,,,,,,
2216,6886,101,"173.9144,17.8,114.569",,,,,,,,,,,,,,,
2217,6889,101,"174.5259,17.8,115.016",,,,,,,,,,,,,,,
2218,6890,101,"174.8567,17.8,114.5604",,,,,,,,,,,,,,,
2219,6891,101,"104.1716,17.8,169.3435",,,,,,,,,,,,,,,
2220,6892,101,"128.27,17.85,196.84",,,,,,,,,,,,,,,
2221,50112,101,"133.89,17.8,123.87",,,,,,,,,,,,,,,
2222,50113,101,"108.59,17.8,171.42",,,,,,,,,,,,,,,
2223,50114,101,"175.4,17.8,171.63",,,,,,,,,,,,,,,
2224,50115,101,"177.54,17.8,114.71",,,,,,,,,,,,,,,
2225,21005,101,"144.87,17.8,205.2",,,,,,,,,,,,,,,
2226,21006,101,"117.3,17.8,178.8846",,,,,,,,,,,,,,,
2227,21007,101,"111.0977,17.8,172.2383",,,,,,,,,,,,,,,
2228,21008,101,"166.4402,17.8,178.2411",,,,,,,,,,,,,,,
2229,21009,101,"172.7847,17.8,172.3612",,,,,,,,,,,,,,,
2230,21010,101,"182,17.8,118.55",,,,,,,,,,,,,,,
2231,21011,101,"192.64,17.8,118.41",,,,,,,,,,,,,,,
2232,21012,101,"145.85,17.8,124.44",,,,,,,,,,,,,,,
2233,21013,101,"136.59,17.8,124.65",,,,,,,,,,,,,,,
2234,21014,101,"146.97,17.8,71.08",,,,,,,,,22002250,22002250,,,,,
2235,21015,101,"135.03,17.8,70.76",,,,,,,,,22002252,22002252,,,,,
2236,21004,101,"136.6,17.8,205.24",,,,,,,,,,,,,,,
2237,6860,102,"211.53,25.95,185.3",,,,,,,,,,,,,,,
2238,6864,102,"162.6186,25.89,106.9541",,,,,,,,,,,,,,,
2239,6872,102,"126.66,26,161.57",,,,,,,,,,,,,,,
2240,6878,102,"212.8873,25.95,175.5658",,,,,,,,,,,,,,,
2241,6865,102,"162.7827,25.89,108.4788",,,,,,,,,,,,,,,
2242,6869,102,"164.2673,25.89,108.1695",,,,,,,,,,,,,,,
2243,6881,102,"191.59,25.89,115.93",,,,,,,,,,,,,,,
2244,6899,102,"72.11,25.95,215.04",,,,,,,,,,,,,,,
2245,6900,102,"71.56,25.95,215",,,,,,,,,,,,,,,
2246,6884,102,"48.80552,25.95,161.8342",,,,,,,,,,,,,,,
2247,6893,102,"229.2593,21.87,121.9584",,,,,,,,,,,,,,,
2248,6894,102,"208.843,25.89,119.8012",,,,,,,,,,,,,,,
2249,50117,102,"107.51,25.95,185.41",,,,,,,,,,,,,,,
2250,50118,102,"134.9,25.95,202.87",,,,,,,,,,,,,,,
2251,50119,102,"192.12,25.95,190.71",,,,,,,,,,,,,,,
2252,50120,102,"199.38,25.89,103.65",,,,,,,,,,,,,,,
2253,21019,102,"206.68,25.95,188.35",,,,,,,,,,,,,,,
2254,21027,102,"174.18,26,153.62",,,,,,,,,,,,,,,
2255,21016,102,"197.82,25.89,103.39",,,,,,,,,,,,,,,
2256,21017,102,"192.7043,25.89,103.6597",,,,,,,,,,,,,,,
2257,21018,102,"195.14,25.95,188.22",,,,,,,,,,,,,,,
2258,21021,102,"146.04,17.8,202.59",,,,,,,,,,,,,,,
2259,21020,102,"137.45,25.95,202.37",,,,,,,,,22002260|22002270,22002260|22002270,,,,,
2260,21023,102,"109.7,25.95,182.15",,,,,,,,,,,,,,,
2261,21022,102,"109.84,25.95,170.3",,,,,,,,,,,,,,,
2262,21024,102,"144.26,25.95,182.05",,,,,,,,,,,,,,,
2263,21025,102,"144.45,25.95,177.77",,,,,,,,,,,,,,,
2264,21026,102,"170.68,17.8,153.82",,,,,,,,,,,,,,,
2265,6861,103,"270.12,21.8,241.594",,,,,,,,,,,,,,,
2266,6866,103,"227.2912,24.6,251.9085",,,,,,,,,,,,,,,
2267,6867,103,"227.54,24.6,250.87",,,,,,,,,,,,,,,
2268,6870,103,"226.1551,24.6,251.4062",,,,,,,,,,,,,,,
2269,6873,103,"153.0424,24.6,272.9041",,,,,,,,,,,,,,,
2270,6879,103,"123.9032,17.77,190.6662",,,,,,,,,,,,,,,
2271,6882,103,"201.9219,17.77,199.8404",,,,,,,,,,,,,,,
2272,6885,103,"261.49,21.8,152.79",,,,,,,,,,,,,,,
2273,6888,103,"247.269,21.8,180.6871",,,,,,,,,,,,,,,
2274,6895,103,"295.7645,21.8,168.1683",,,,,,,,,,,,,,,
2275,6896,103,"295.1248,21.8,168.1164",,,,,,,,,,,,,,,
2276,6897,103,"171.5845,17.77,184.5659",,,,,,,,,,,,,,,
2277,6898,103,"171.0201,17.77,184.0384",,,,,,,,,,,,,,,
2278,50122,103,"129.13,21.8,238.08",,,,,,,,,,,,,,,
2279,50123,103,"183.59,24.6,252.49",,,,,,,,,,,,,,,
2280,50124,103,"261.48,21.8,261.29",,,,,,,,,,,,,,,
2281,50125,103,"226.5,21.8,170.1",,,,,,,,,,,,,,,
2282,21028,103,"225.55,21.8,159.83",,,,,,,,,,,,,,,
2283,21029,103,"225.43,21.8,166.23",,,,,,,,,,,,,,,
2284,21030,103,"262.06,21.8,271.53",,,,,,,,,,,,,,,
2285,21031,103,"262.31,21.8,265.22",,,,,,,,,,,,,,,
2286,21032,103,"194.03,24.6,250.56",,,,,,,,,,,,,,,
2287,21033,103,"188.29,24.6,250.57",,,,,,,,,,,,,,,
2288,21034,103,"124.56,17.8,236.07",,,,,,,,,,,,,,,
2289,21035,103,"118.45,21.85,236.25",,,,,,,,,,,,,,,
2290,21036,103,"311.06,21.8,173.97",,,,,,,,,,,,,,,
2291,21037,103,"311.1,21.8,168.36",,,,,,,,,,,,,,,
2292,21038,103,"198.2428,17.8,192.5497",,,,,,,,,,,,,,,
2293,21039,103,"197.4751,17.77,197.692",,,,,,,,,,,,,,,
2294,21040,103,"135.3632,17.8,203.1003",,,,,,,,,,,,,,,
2295,21041,103,"134.6354,17.8,197.5648",,,,,,,,,,,,,,,
2296,21042,103,"54.20817,17.77,270.4303",,,,,,,,,,,,,,,
2297,21043,103,"56.56548,17.77,274.6522",,,,,,,,,,,,,,,
2298,6055,110,"54.16,2.12,36.15",115,"54.16,2.12,36.15",120,"54.16,2.12,36.15",140,"54.16,2.12,36.15",145,"54.16,2.12,36.15",,,,,,,
2299,6056,111,"54.27,2.12,36.08",112,"54.27,2.12,36.08",113,"54.27,2.12,36.08",116,"54.27,2.12,36.08",117,"54.27,2.12,36.08",,,,,,,
2300,50602,401,"61.07813,8.84,60.12029",,,,,,,,,,,,,,,
2301,50603,401,"186.3594,9.1,246.9681",,,,,,,,,,,,,,,
2302,60513,402,"94.15,11.47,136.37",,,,,,,,,,,,,,,
2303,27002,402,"93.93,10.83,138.42",,,,,,,,,,,,,,,
2304,27001,402,"90.93,10.83,138.42",,,,,,,,,,,,,,,
2305,27003,402,"96.93,10.83,138.42",,,,,,,,,,,,,,,
2306,27004,402,"99.93,10.83,138.42",,,,,,,,,,,,,,,
2307,27000,402,"87.93,10.83,138.42",,,,,,,,,,,,,,,
2308,27006,402,"93.93,10.83,138.42",,,,,,,,,,,,,,,
2309,27007,402,"96.93,10.83,136.42",,,,,,,,,,,,,,,
2310,27008,402,"99.93,10.83,138.42",,,,,,,,,,,,,,,
2311,27009,402,"102.93,10.83,138.42",,,,,,,,,,,,,,,
2312,27011,402,"87.93,10.83,138.42",,,,,,,,,,,,,,,
2313,27010,402,"84.93,10.83,136.42",,,,,,,,,,,,,,,
2314,27005,402,"90.93,10.83,138.42",,,,,,,,,,,,,,,
2315,27012,402,"84.93,10.83,136.42",,,,,,,,,,,,,,,
2316,27013,402,"87.93,10.83,138.42",,,,,,,,,,,,,,,
2317,27014,402,"90.93,10.83,136.42",,,,,,,,,,,,,,,
2318,27015,402,"93.93,10.83,136.42",,,,,,,,,,,,,,,
2319,27018,402,"102.93,10.83,138.42",,,,,,,,,,,,,,,
2320,27017,402,"99.93,10.83,138.42",,,,,,,,,,,,,,,
2321,27016,402,"96.93,10.83,136.42",,,,,,,,,,,,,,,
2322,61701,408,"55.01,15.19,50.92398",,,,,,,,,,,,,,,
2323,6727,529,"153.51,10.07,159.21",,,,,,,,,,,,,,,
2324,6728,529,"84.04,15.88,116.77",,,,,,,,,,,,,,,
2325,6729,529,"280.94,15.88,131.85",,,,,,,,,,,,,,,
2326,6730,529,"85.87,15.88,241.92",,,,,,,,,,,,,,,
2327,6731,529,"165.19,10.07,226.79",,,,,,,,,,,,,,,
2328,6732,529,"215.79,10.07,156.36",,,,,,,,,,,,,,,
2329,6733,529,"220.37,10.07,205.64",,,,,,,,,,,,,,,
2330,6726,529,"223,10.07,205.17",,,,,,,,,,,,,,,
2331,6725,530,"177.93,43.34,61.38",,,,,,,,,,,,,,,
2332,7560,544,"218.89,16.42,179.81",,,,,,,,,,,,,,,
2333,20102,800,"140.84,9.057278,68.17",,,,,,,,,,,,,,,
2334,20104,801,"141.848,13.27,108.5287",802,"173.67,12.8,165.39",803,"153.4187,30.84,91.05533",804,"143.7363,13.22,105.6799",805,"173.67,12.8,165.39",,,,,,,
2335,20103,807,"124.1059,24.38,126.1712",,,,,,,,,,,,,,,
2336,6211,1201,"35.43379,4.317204,61.06684",1202,"35.43379,4.317204,61.06684",1203,"35.43379,4.317204,61.06684",1204,"35.43379,4.317204,61.06684",1205,"35.43379,4.317204,61.06684",,,,,,,
2337,11010,2051,"103.3,24.65,154.3",,,,,,,,,,,,,,,
2338,11011,2051,"169.754,24.65,174.9972",,,,,,,,,,,,,,,
2339,11012,2051,"100.71,24.65,154.33",,,,,,,,,,,,,,,
2340,20019,2066,"106.0484,9.85,201.0204",,,,,,,,,,,,,,,
2341,20020,2066,"104.9183,9.85,200.2621",,,,,,,,,,,,,,,
2342,20021,2066,"110.3437,9.85,200.8558",,,,,,,,,,,,,,,
2343,20022,2066,"106.737,9.85,202.0143",,,,,,,,,,,,,,,
2344,20023,2066,"69.99046,9.85,200.4987",,,,,,,,,,,,,,,
2345,20024,2066,"0,0,1",,,,,,,,,,,,,,,
2346,20025,2066,"111.06,9.85,191.16",,,,,,,,,,,,,,,
2347,20026,2066,"83.85641,9.85,200.8956",,,,,,,,,,,,,,,
2348,20027,2066,"97.41986,9.85,202.0273",,,,,,,,,,,,,,,
2349,20028,2066,"101.7204,9.85,191.3295",,,,,,,,,,,,,,,
2350,20031,2066,"106.9522,9.85,200.4112",,,,,,,,,,,,,,,
2351,20030,2066,"91.36,9.85,190.83",,,,,,,,,,,,,,,
2352,20032,2066,"95.18122,9.85,190.5167",,,,,,,,,,,,,,,
2353,20033,2066,"94.48694,9.85,200.8261",,,,,,,,,,,,,,,
2354,20034,2066,"93.06,9.85,201.29",,,,,,,,,,,,,,,
2355,20035,2066,"89.28,9.85,201.09",,,,,,,,,,,,,,,
2356,20036,2066,"102.8339,9.85,191.447",,,,,,,,,,,,,,,
2357,20038,2066,"84.98564,9.85,191.112",,,,,,,,,,,,,,,
2358,20039,2066,"82.03956,9.85,200.9896",,,,,,,,,,,,,,,
2359,20040,2066,"66.21,9.85,201.21",,,,,,,,,,,,,,,
2360,20041,2066,"83.7513,9.85,191.4258",,,,,,,,,,,,,,,
2361,20043,2066,"85.4197,9.85,200.7865",,,,,,,,,,,,,,,
2362,20046,2066,"67.6,9.85,200.54",,,,,,,,,,,,,,,
2363,20047,2066,"61.16943,9.85,196.0762",,,,,,,,,,,,,,,
2364,20048,2066,"59.83947,9.85,197.4527",,,,,,,,,,,,,,,
2365,20049,2066,"59.506,9.85,195.5294",,,,,,,,,,,,,,,
2366,20050,2066,"60.16997,9.85,193.4327",,,,,,,,,,,,,,,
2367,20051,2066,"60.78631,9.85,198.3076",,,,,,,,,,,,,,,
2368,20056,2066,"64.95,9.85,200.59",,,,,,,,,,,,,,,
2369,20063,2066,"62.18429,9.85,199.5951",,,,,,,,,,,,,,,
2370,20066,2066,"72.14202,9.85,190.77",,,,,,,,,,,,,,,
2371,20052,2066,"60.94921,9.85,194.8496",,,,,,,,,,,,,,,
2372,10406,2092,"170.1103,11.89,159.3244",,,,,,,,,,,,,,,
2373,10407,2092,"169.7599,11.89,160.6564",,,,,,,,,,,,1000160,,,
2374,10449,2092,"170.4129,11.94,159.6229",,,,,,,,,,,,,,,
2375,10408,2092,"170.0353,11.89,159.8557",,,,,,,,,,,,,,,
2376,20076,2110,"99.2,59.85489,51.77",,,,,,,,,,,,,,,
2377,20074,2110,"108.4821,65.42815,121.1738",,,,,,,,,,,,,,,
2378,20075,2110,"89.90245,65.42815,121.1987",,,,,,,,,,,,,,,
2379,20072,2110,"89.86832,65.42816,140.8867",,,,,,,,,,,,,,,
2380,20073,2110,"108.4281,65.42816,140.8593",,,,,,,,,,,,,,,
2381,20077,2110,"103.9145,59.85489,51.45395",,,,,,,,,,,,,,,
2382,20169,2125,"123.85,23.45,115.45",,,,,,,,,,,,,,,
2383,20092,2131,"35.32,30.89,210.51",,,,,,,,,,,,,,,
2384,20100,2144,"69.62,12.17,41.23",,,,,,,,,,,,,,,
2385,20090,2144,"71.50958,12.17,132.3002",,,,,,,,,,,,,,,
2386,61009,2190,"61.05407,16.3,83.47029",2239,"61.05407,16.3,83.47029",,,,,,,,,,,,,
2387,61010,2190,"48.02,10.05,65.67",2239,"48.01671,10.055,65.66753",,,,,,,,,,,,,
2388,20078,2211,"99.23,65.26,137.47",,,,,,,,,,,,,,,
2389,20303,2246,"71.40297,15.84,169.3053",2247,"71.40297,15.84,169.3053",2248,"71.40297,15.84,169.3053",2249,"71.40297,15.84,169.3053",2250,"71.40297,15.84,169.3053",,,,,,,
2390,20302,2246,"74.4159,15.84,161.2344",2247,"74.4159,15.84,161.2344",2248,"74.4159,15.84,161.2344",2249,"74.4159,15.84,161.2344",2250,"74.4159,15.84,161.2344",,,,,,,
2391,20301,2246,"54.06,15.84,170.24",2247,"54.06,15.84,170.24",2248,"54.06,15.84,170.24",2249,"54.06,15.84,170.24",2250,"54.06,15.84,170.24",,,,,,,
2392,20306,2246,"60.89,15.84,150.18",2247,"60.89,15.84,150.18",2248,"60.89,15.84,150.18",2249,"60.89,15.84,150.18",2250,"60.89,15.84,150.18",,,,,,,
2393,20307,2246,"160.48,14.81,166.63",2247,"160.48,14.81,166.63",2248,"160.48,14.81,166.63",2249,"160.48,14.81,166.63",2250,"160.48,14.81,166.63",,,,,,,
2394,20305,2246,"65.69,17.68,65.3",2247,"65.69,17.68,65.3",2248,"65.69,17.68,65.3",2249,"65.69,17.68,65.3",2250,"65.69,17.68,65.3",,,,,,,
2395,20304,2246,"60.72,15.84,152.8",2247,"60.72,15.84,152.8",2248,"60.72,15.84,152.8",2249,"60.72,15.84,152.8",2250,"60.72,15.84,152.8",,,,,,,
2396,15981,2329,"237.6095,50.9,243.59",,,,,,,,,,,,,,,
2397,15229,2503,"163.1525,15.96,127.9483",,,,,,,,,,,,,,,
2398,15253,2504,"69,5.31,77.54",,,,,,,,,,,,,,,
2399,10924,2815,"119.09,9.88,66.97",,,,,,,,,,,,,,,
2400,10922,2815,"88.14289,9.88,44.82289",,,,,,,,,,,,,,,
2401,10925,2815,"89.55711,9.88,46.23711",,,,,,,,,,,,,,,
2402,10926,2815,"82.67832,9.88,63.57519",,,,,,,,,,,,,,,
2403,10927,2815,"82.69218,9.88,63.55283",,,,,,,,,,,,,,,
2404,10928,2815,"81.97946,9.88,63.71166",,,,,,,,,,,,,,,
2405,10921,2815,"117.97,9.88,66.04",,,,,,,,,,,,,,,
2406,10929,2815,"119.0816,9.88,51.77314",,,,,,,,,,,,,,,
2407,10930,2815,"119.1,9.88,64.94",,,,,,,,,,,,,,,
2408,10923,2815,"120.5815,9.88,67.17683",,,,,,,,,,,,,,,
2409,10931,2815,"119.49,9.88,66.72",,,,,,,,,,,,,,,
2410,10932,2815,"88.14289,9.88,44.82289",,,,,,,,,,,,,,,
2411,10933,2815,"89.25,9.88,47.18",,,,,,,,,,,,,,,
2412,10934,2815,"89.57711,9.88,46.23711",,,,,,,,,,,,,,,
2413,20180,4060,"118.5359,61.98,118.2716",4061,"118.5359,61.98,118.2716",4062,"118.5359,61.98,118.2716",4063,"118.5359,61.98,118.2716",,,,,,,,,
2414,20174,4060,"133.2075,63.89,121.8513",4061,"133.2075,63.89,121.8513",4062,"133.2075,63.89,121.8513",4063,"133.2075,63.89,121.8513",,,,,,,,,
2415,20179,4060,"137.21,63.89,125.77",4061,"137.21,63.89,125.77",4062,"137.21,63.89,125.77",4063,"137.21,63.89,125.77",,,,,,,,,
2416,20175,4060,"131.05,63.91,129.05",4061,"131.05,63.91,129.05",4062,"131.05,63.91,129.05",4063,"131.05,63.91,129.05",,,,,,,,,
2417,20178,4060,"135.03,63.91,129.19",4061,"135.03,63.91,129.19",4062,"135.03,63.91,129.19",4063,"135.03,63.91,129.19",,,,,,,,,
2418,20183,4060,"144.37,58.8,108.81",4061,"144.37,58.8,108.81",4062,"144.37,58.8,108.81",4063,"144.37,58.8,108.81",,,,,,,,,
2419,20184,4060,"79.74863,80.32,607.6552",4061,"79.74863,80.32,607.6552",4062,"79.74863,80.32,607.6552",4063,"79.74863,80.32,607.6552",,,,,,,,,
2420,20177,4060,"136.3788,60.09,107.3189",4061,"136.3788,60.09,107.3189",4062,"136.3788,60.09,107.3189",4063,"136.3788,60.09,107.3189",,,,,,,,,
2421,20182,4060,"128.85,63.94,125.68",4061,"128.85,63.94,125.68",4062,"128.85,63.94,125.68",4063,"128.85,63.94,125.68",,,,,,,,,
2422,20185,4060,"139.6219,63.89,213.9049",4061,"139.6219,63.89,213.9049",4062,"139.6219,63.89,213.9049",4063,"139.6219,63.89,213.9049",,,,,,,,,
2423,20186,4060,"77.46,80.32,613.05",4061,"77.46,80.32,613.05",4062,"77.46,80.32,613.05",4063,"77.46,80.32,613.05",,,,,,,,,
2424,20016,7500,"51.82227,6.57,189.0933",,,,,,,,,,,,,,,
2425,20017,7500,"215.6682,8.22,46.23389",,,,,,,,,,,,,,,
2426,20018,7500,"134.4531,6.97,196.5752",,,,,,,,,,,,,,,
2427,20071,7500,"136.1284,6.64,128.8746",,,,,,,,,,,,,,,
2428,17215,5006,"201.0808,19.7,188.718",,,,,,,,,,,,,,,
2429,17216,5007,"201.0808,19.7,188.718",,,,,,,,,,,,,,,
2430,15884,5031,"156.5538,21.61,180.8053",,,,,,,,,,,,,,,
2431,17096,5034,"61.74,14.88,109.31",,,,,,,,,,,,,,,
2432,17095,5034,"61.18,14.88,110.82",,,,,,,,,,,,,,,
2433,60827,5148,"119.6272,9.8,75.36604",7,"120.27,9.82,74.6",,,,,,,,19011340,,,,,
2434,60830,5148,"118.7687,9.8,76.61536",7,"117.93,9.82,77.16",,,,,,,,,,,,,
2435,60831,5148,"117.2503,9.8,76.52192",7,"116.28,9.82,76.28",,,,,,,,,,,,,
2436,61620,5149,"58.56,21.81,29.81",,,,,,,,,,,,,,,
2437,61619,5150,"51.95634,10.71,71.44176",,,,,,,,,,,,,,,
2438,61618,5150,"50.7008,10.71,72.25571",,,,,,,,,,,,,,,
2439,61621,5151,"186.3453,15.96,100.7748",,,,,,,,,,,,,,,
